date,description,debit,credit
2014-03-24,TRANSACTION 1952,348,453
2014-03-24,TRANSACTION 1953,511,803
2014-03-24,TRANSACTION 1954,896,891
2014-03-24,TRANSACTION 1955,718,487
2014-03-21,TRANSACTION 1956,435,544
2014-03-21,TRANSACTION 1957,94,616
2014-03-20,TRANSACTION 1958,825,742
2014-03-18,TRANSACTION 1959,950,808
2014-03-18,TRANSACTION 1960,283,806
2014-03-17,TRANSACTION 1961,53,683
2014-03-17,TRANSACTION 1962,68,461
2014-03-17,TRANSACTION 1963,770,543
2014-03-17,TRANSACTION 1964,126,835
2014-03-17,TRANSACTION 1965,458,806
2014-03-14,TRANSACTION 1966,192,983
2014-03-14,TRANSACTION 1967,190,918
2014-03-13,TRANSACTION 1968,972,434
2014-03-13,TRANSACTION 1969,870,741
2014-03-13,TRANSACTION 1970,652,793
2014-03-12,TRANSACTION 1971,20,955
2014-03-11,TRANSACTION 1972,175,951
2014-03-11,TRANSACTION 1973,415,426
2014-03-11,TRANSACTION 1974,427,842
2014-03-10,TRANSACTION 1975,875,711
2014-03-10,TRANSACTION 1976,805,649
2014-03-10,TRANSACTION 1977,930,598
2014-03-10,TRANSACTION 1978,357,963
2014-03-10,TRANSACTION 1979,515,440
2014-03-07,TRANSACTION 1980,332,468
2014-03-07,TRANSACTION 1981,19,573
2014-03-07,TRANSACTION 1982,595,897
2014-03-06,TRANSACTION 1983,140,561
2014-03-04,TRANSACTION 1984,732,475
2014-03-03,TRANSACTION 1985,182,939
2014-02-28,TRANSACTION 1986,673,477
2014-02-28,TRANSACTION 1987,262,906
2014-02-28,TRANSACTION 1988,704,617
2014-02-27,TRANSACTION 1989,20,787
2014-02-26,TRANSACTION 1990,476,599
2014-02-26,TRANSACTION 1991,797,912
2014-02-26,TRANSACTION 1992,445,583
2014-02-25,TRANSACTION 1993,406,812
2014-02-25,TRANSACTION 1994,977,765
2014-02-24,TRANSACTION 1995,708,507
2014-02-24,TRANSACTION 1996,515,845
2014-02-24,TRANSACTION 1997,86,719
2014-02-24,TRANSACTION 1998,746,822
2014-02-24,TRANSACTION 1999,275,994
2014-02-24,TRANSACTION 2000,745,951
2014-02-24,TRANSACTION 2001,975,519
2014-02-24,TRANSACTION 2002,164,465
2014-02-24,TRANSACTION 2003,699,461
2014-02-21,TRANSACTION 2004,950,765
2014-02-21,TRANSACTION 2005,566,575
2014-02-21,TRANSACTION 2006,759,760
2014-02-20,TRANSACTION 2007,637,908
2014-02-20,TRANSACTION 2008,155,891
2014-02-20,TRANSACTION 2009,108,890
2014-02-20,TRANSACTION 2010,795,759
2014-02-19,TRANSACTION 2011,776,987
2014-02-19,TRANSACTION 2012,697,684
2014-02-19,TRANSACTION 2013,739,732
2014-02-18,TRANSACTION 2014,719,907
2014-02-18,TRANSACTION 2015,106,897
2014-02-18,TRANSACTION 2016,875,409
2014-02-18,TRANSACTION 2017,236,966
2014-02-18,TRANSACTION 2018,946,415
2014-02-18,TRANSACTION 2019,644,618
2014-02-18,TRANSACTION 2020,60,701
2014-02-18,TRANSACTION 2021,662,551
2014-02-18,TRANSACTION 2022,798,655
2014-02-14,TRANSACTION 2023,823,601
2014-02-14,TRANSACTION 2024,734,607
2014-02-14,TRANSACTION 2025,176,822
2014-02-14,TRANSACTION 2026,153,952
2014-02-14,TRANSACTION 2027,771,663
2014-02-13,TRANSACTION 2028,713,908
2014-02-12,TRANSACTION 2029,763,717
2014-02-12,TRANSACTION 2030,180,847
2014-02-12,TRANSACTION 2031,325,947
2014-02-11,TRANSACTION 2032,89,549
2014-02-11,TRANSACTION 2033,497,970
2014-02-11,TRANSACTION 2034,243,513
2014-02-11,TRANSACTION 2035,456,950
2014-02-10,TRANSACTION 2036,740,572
2014-02-10,TRANSACTION 2037,390,457
2014-02-10,TRANSACTION 2038,563,737
2014-02-10,TRANSACTION 2039,623,769
2014-02-10,TRANSACTION 2040,708,948
2014-02-07,TRANSACTION 2041,610,490
2014-02-07,TRANSACTION 2042,578,616
2014-02-03,TRANSACTION 2043,243,945
2014-02-03,TRANSACTION 2044,329,696
2014-02-03,TRANSACTION 2045,262,429
2014-02-03,TRANSACTION 2046,766,785
2014-02-03,TRANSACTION 2047,399,927
2014-01-31,TRANSACTION 2048,833,734
2014-01-31,TRANSACTION 2049,185,465
2014-01-31,TRANSACTION 2050,113,695
2014-01-31,TRANSACTION 2051,982,528
2014-01-30,TRANSACTION 2052,441,541
2014-01-30,TRANSACTION 2053,410,511
2014-01-30,TRANSACTION 2054,19,518
2014-01-28,TRANSACTION 2055,334,965
2014-01-27,TRANSACTION 2056,842,856
2014-01-27,TRANSACTION 2057,957,713
2014-01-27,TRANSACTION 2058,898,735
2014-01-27,TRANSACTION 2059,246,834
2014-01-24,TRANSACTION 2060,498,468
2014-01-24,TRANSACTION 2061,179,508
2014-01-24,TRANSACTION 2062,83,892
2014-01-23,TRANSACTION 2063,623,441
2014-01-23,TRANSACTION 2064,558,815
2014-01-22,TRANSACTION 2065,404,728
2014-01-22,TRANSACTION 2066,253,803
2014-01-21,TRANSACTION 2067,870,599
2014-01-21,TRANSACTION 2068,888,523
2014-01-20,TRANSACTION 2069,874,567
2014-01-20,TRANSACTION 2070,92,508
2014-01-20,TRANSACTION 2071,547,623
2014-01-20,TRANSACTION 2072,144,869
2014-01-20,TRANSACTION 2073,596,948
2014-01-17,TRANSACTION 2074,759,694
2014-01-17,TRANSACTION 2075,613,843
2014-01-17,TRANSACTION 2076,814,564
2014-01-16,TRANSACTION 2077,876,431
2014-01-16,TRANSACTION 2078,697,425
2014-01-15,TRANSACTION 2079,367,639
2014-01-15,TRANSACTION 2080,149,688
2014-01-15,TRANSACTION 2081,964,920
2014-01-15,TRANSACTION 2082,218,754
2014-01-15,TRANSACTION 2083,507,915
2014-01-15,TRANSACTION 2084,531,519
2014-01-14,TRANSACTION 2085,343,496
2014-01-14,TRANSACTION 2086,536,575
2014-01-13,TRANSACTION 2087,227,712
2014-01-13,TRANSACTION 2088,571,821
2014-01-13,TRANSACTION 2089,172,842
2014-01-13,TRANSACTION 2090,419,905
2014-01-13,TRANSACTION 2091,788,776
2014-01-13,TRANSACTION 2092,213,636
2014-01-13,TRANSACTION 2093,918,914
2014-01-10,TRANSACTION 2094,511,892
2014-01-10,TRANSACTION 2095,856,865
2014-01-10,TRANSACTION 2096,986,699
2014-01-10,TRANSACTION 2097,623,474
2014-01-10,TRANSACTION 2098,494,641
2014-01-09,TRANSACTION 2099,537,493
2014-01-08,TRANSACTION 2100,505,872
2014-01-07,TRANSACTION 2101,747,440
2014-01-07,TRANSACTION 2102,802,868
2014-01-07,TRANSACTION 2103,706,892
2014-01-06,TRANSACTION 2104,766,968
2014-01-06,TRANSACTION 2105,508,635
2014-01-06,TRANSACTION 2106,108,643
2014-01-06,TRANSACTION 2107,614,657
2014-01-06,TRANSACTION 2108,88,881
2014-01-06,TRANSACTION 2109,435,463
2014-01-06,TRANSACTION 2110,966,938
2014-01-03,TRANSACTION 2111,52,727
2014-01-03,TRANSACTION 2112,386,933
2014-01-03,TRANSACTION 2113,996,623
2014-01-02,TRANSACTION 2114,572,552
2014-01-02,TRANSACTION 2115,923,695
2014-01-02,TRANSACTION 2116,34,423
2014-01-02,TRANSACTION 2117,840,649
2014-01-02,TRANSACTION 2118,181,890
2014-01-02,TRANSACTION 2119,901,473
2014-01-02,TRANSACTION 2120,482,723
2014-01-02,TRANSACTION 2121,345,967
2014-01-02,TRANSACTION 2122,611,757
2013-12-31,TRANSACTION 2123,719,583
2013-12-31,TRANSACTION 2124,954,418
2013-12-31,TRANSACTION 2125,275,568
2013-12-31,TRANSACTION 2126,213,649
2013-12-31,TRANSACTION 2127,505,736
2013-12-31,TRANSACTION 2128,445,696
2013-12-30,TRANSACTION 2129,351,687
2013-12-30,TRANSACTION 2130,111,963
2013-12-27,TRANSACTION 2131,172,502
2013-12-27,TRANSACTION 2132,646,531
2013-12-27,TRANSACTION 2133,674,839
2013-12-23,TRANSACTION 2134,836,767
2013-12-23,TRANSACTION 2135,869,698
2013-12-23,TRANSACTION 2136,631,643
2013-12-23,TRANSACTION 2137,270,695
2013-12-23,TRANSACTION 2138,825,607
2013-12-23,TRANSACTION 2139,102,609
2013-12-23,TRANSACTION 2140,471,644
2013-12-23,TRANSACTION 2141,667,405
2013-12-23,TRANSACTION 2142,202,793
2013-12-23,TRANSACTION 2143,616,795
2013-12-20,TRANSACTION 2144,912,915
2013-12-20,TRANSACTION 2145,883,757
2013-12-20,TRANSACTION 2146,774,618
2013-12-20,TRANSACTION 2147,931,894
2013-12-19,TRANSACTION 2148,570,466
2013-12-19,TRANSACTION 2149,495,777
2013-12-18,TRANSACTION 2150,418,509
2013-12-18,TRANSACTION 2151,398,666
2013-12-17,TRANSACTION 2152,810,431
2013-12-16,TRANSACTION 2153,410,914
2013-12-16,TRANSACTION 2154,835,500
2013-12-16,TRANSACTION 2155,404,493
2013-12-16,TRANSACTION 2156,673,877
2013-12-16,TRANSACTION 2157,44,879
2013-12-16,TRANSACTION 2158,883,681
2013-12-16,TRANSACTION 2159,481,846
2013-12-13,TRANSACTION 2160,315,958
2013-12-13,TRANSACTION 2161,782,846
2013-12-12,TRANSACTION 2162,322,907
2013-12-12,TRANSACTION 2163,382,441
2013-12-11,TRANSACTION 2164,866,966
2013-12-10,TRANSACTION 2165,316,494
2013-12-10,TRANSACTION 2166,703,717
2013-12-09,TRANSACTION 2167,468,436
2013-12-09,TRANSACTION 2168,790,715
2013-12-09,TRANSACTION 2169,277,485
2013-12-09,TRANSACTION 2170,968,657
2013-12-09,TRANSACTION 2171,512,435
2013-12-09,TRANSACTION 2172,556,907
2013-12-05,TRANSACTION 2173,24,893
2013-12-05,TRANSACTION 2174,220,810
2013-12-05,TRANSACTION 2175,69,497
2013-12-04,TRANSACTION 2176,657,673
2013-12-04,TRANSACTION 2177,933,716
2013-12-04,TRANSACTION 2178,169,423
2013-12-04,TRANSACTION 2179,972,662
2013-12-03,TRANSACTION 2180,114,675
2013-12-02,TRANSACTION 2181,608,446
2013-12-02,TRANSACTION 2182,607,764
2013-12-02,TRANSACTION 2183,242,975
2013-12-02,TRANSACTION 2184,587,606
2013-12-02,TRANSACTION 2185,684,710
2013-12-02,TRANSACTION 2186,799,832
2013-12-02,TRANSACTION 2187,88,791
2013-12-02,TRANSACTION 2188,320,548
2013-12-02,TRANSACTION 2189,154,678
2013-12-02,TRANSACTION 2190,857,956
2013-11-29,TRANSACTION 2191,787,542
2013-11-29,TRANSACTION 2192,374,697
2013-11-29,TRANSACTION 2193,131,779
2013-11-29,TRANSACTION 2194,526,975
2013-11-29,TRANSACTION 2195,727,666
2013-11-28,TRANSACTION 2196,918,761
2013-11-28,TRANSACTION 2197,857,894
2013-11-27,TRANSACTION 2198,718,498
2013-11-27,TRANSACTION 2199,237,997
2013-11-26,TRANSACTION 2200,453,704
2013-11-26,TRANSACTION 2201,874,656
2013-11-26,TRANSACTION 2202,603,504
2013-11-25,TRANSACTION 2203,471,873
2013-11-25,TRANSACTION 2204,108,706
2013-11-25,TRANSACTION 2205,21,972
2013-11-25,TRANSACTION 2206,762,831
2013-11-25,TRANSACTION 2207,905,673
2013-11-22,TRANSACTION 2208,754,913
2013-11-22,TRANSACTION 2209,142,892
2013-11-22,TRANSACTION 2210,291,880
2013-11-21,TRANSACTION 2211,48,853
2013-11-21,TRANSACTION 2212,508,865
2013-11-21,TRANSACTION 2213,443,576
2013-11-21,TRANSACTION 2214,206,995
2013-11-20,TRANSACTION 2215,491,652
2013-11-20,TRANSACTION 2216,94,848
2013-11-20,TRANSACTION 2217,564,717
2013-11-20,TRANSACTION 2218,647,860
2013-11-19,TRANSACTION 2219,756,909
2013-11-18,TRANSACTION 2220,443,443
2013-11-18,TRANSACTION 2221,273,836
2013-11-18,TRANSACTION 2222,202,896
2013-11-18,TRANSACTION 2223,193,708
2013-11-18,TRANSACTION 2224,229,410
2013-11-18,TRANSACTION 2225,444,798
2013-11-18,TRANSACTION 2226,782,676
2013-11-18,TRANSACTION 2227,271,643
2013-11-18,TRANSACTION 2228,46,630
2013-11-15,TRANSACTION 2229,347,416
2013-11-15,TRANSACTION 2230,558,429
2013-11-15,TRANSACTION 2231,453,694
2013-11-14,TRANSACTION 2232,485,485
2013-11-14,TRANSACTION 2233,277,540
2013-11-14,TRANSACTION 2234,490,987
2013-11-14,TRANSACTION 2235,613,458
2013-11-13,TRANSACTION 2236,866,488
2013-11-12,TRANSACTION 2237,588,988
2013-11-12,TRANSACTION 2238,951,969
2013-11-12,TRANSACTION 2239,134,540
2013-11-12,TRANSACTION 2240,825,752
2013-11-12,TRANSACTION 2241,267,596
2013-11-12,TRANSACTION 2242,462,932
2013-11-08,TRANSACTION 2243,28,782
2013-11-08,TRANSACTION 2244,971,772
2013-11-08,TRANSACTION 2245,951,726
2013-11-07,TRANSACTION 2246,903,618
2013-11-06,TRANSACTION 2247,341,549
2013-11-06,TRANSACTION 2248,823,483
2013-11-06,TRANSACTION 2249,657,858
2013-11-06,TRANSACTION 2250,921,705
2013-11-06,TRANSACTION 2251,961,786
2013-11-06,TRANSACTION 2252,476,994
2013-11-05,TRANSACTION 2253,35,914
2013-11-04,TRANSACTION 2254,399,412
2013-11-04,TRANSACTION 2255,511,580
2013-11-04,TRANSACTION 2256,495,780
2013-11-04,TRANSACTION 2257,795,415
2013-11-04,TRANSACTION 2258,620,548
2013-11-04,TRANSACTION 2259,134,866
2013-11-04,TRANSACTION 2260,189,511
2013-11-04,TRANSACTION 2261,548,709
2013-11-04,TRANSACTION 2262,15,501
2013-11-04,TRANSACTION 2263,585,673
2013-11-01,TRANSACTION 2264,530,597
2013-11-01,TRANSACTION 2265,508,893
2013-10-31,TRANSACTION 2266,588,463
2013-10-31,TRANSACTION 2267,102,660
2013-10-31,TRANSACTION 2268,376,601
2013-10-31,TRANSACTION 2269,115,869
2013-10-31,TRANSACTION 2270,650,701
2013-10-31,TRANSACTION 2271,674,751
2013-10-31,TRANSACTION 2272,581,791
2013-10-30,TRANSACTION 2273,829,854
2013-10-30,TRANSACTION 2274,960,516
2013-10-29,TRANSACTION 2275,141,998
2013-10-29,TRANSACTION 2276,258,953
2013-10-28,TRANSACTION 2277,443,685
2013-10-28,TRANSACTION 2278,462,751
2013-10-28,TRANSACTION 2279,93,801
2013-10-28,TRANSACTION 2280,609,899
2013-10-28,TRANSACTION 2281,598,787
2013-10-28,TRANSACTION 2282,58,451
2013-10-28,TRANSACTION 2283,500,796
2013-10-28,TRANSACTION 2284,763,445
2013-10-28,TRANSACTION 2285,933,701
2013-10-28,TRANSACTION 2286,798,415
2013-10-25,TRANSACTION 2287,737,523
2013-10-25,TRANSACTION 2288,363,554
2013-10-24,TRANSACTION 2289,543,516
2013-10-23,TRANSACTION 2290,453,583
2013-10-23,TRANSACTION 2291,597,882
2013-10-22,TRANSACTION 2292,58,755
2013-10-22,TRANSACTION 2293,34,840
2013-10-21,TRANSACTION 2294,618,821
2013-10-21,TRANSACTION 2295,504,749
2013-10-21,TRANSACTION 2296,843,575
2013-10-21,TRANSACTION 2297,332,821
2013-10-21,TRANSACTION 2298,574,636
2013-10-21,TRANSACTION 2299,890,944
2013-10-18,TRANSACTION 2300,879,889
2013-10-17,TRANSACTION 2301,356,802
2013-10-16,TRANSACTION 2302,930,973
2013-10-16,TRANSACTION 2303,107,632
2013-10-16,TRANSACTION 2304,829,541
2013-10-15,TRANSACTION 2305,153,955
2013-10-15,TRANSACTION 2306,63,902
2013-10-15,TRANSACTION 2307,751,669
2013-10-15,TRANSACTION 2308,112,576
2013-10-15,TRANSACTION 2309,538,869
2013-10-15,TRANSACTION 2310,569,718
2013-10-15,TRANSACTION 2311,301,678
2013-10-15,TRANSACTION 2312,907,779
2013-10-15,TRANSACTION 2313,780,913
2013-10-15,TRANSACTION 2314,738,420
2013-10-15,TRANSACTION 2315,340,671
2013-10-15,TRANSACTION 2316,271,776
2013-10-15,TRANSACTION 2317,870,624
2013-10-11,TRANSACTION 2318,160,754
2013-10-11,TRANSACTION 2319,487,447
2013-10-11,TRANSACTION 2320,780,876
2013-10-10,TRANSACTION 2321,263,455
2013-10-10,TRANSACTION 2322,194,984
2013-10-10,TRANSACTION 2323,730,644
2013-10-10,TRANSACTION 2324,478,469
2013-10-08,TRANSACTION 2325,496,987
2013-10-07,TRANSACTION 2326,226,921
2013-10-07,TRANSACTION 2327,560,882
2013-10-07,TRANSACTION 2328,223,874
2013-10-07,TRANSACTION 2329,728,796
2013-10-07,TRANSACTION 2330,756,473
2013-10-04,TRANSACTION 2331,312,490
2013-10-04,TRANSACTION 2332,385,636
2013-10-04,TRANSACTION 2333,170,864
2013-10-04,TRANSACTION 2334,717,999
2013-10-04,TRANSACTION 2335,537,969
2013-10-04,TRANSACTION 2336,772,905
2013-10-03,TRANSACTION 2337,358,652
2013-10-03,TRANSACTION 2338,30,732
2013-10-02,TRANSACTION 2339,551,445
2013-10-01,TRANSACTION 2340,638,952
2013-10-01,TRANSACTION 2341,151,458
2013-10-01,TRANSACTION 2342,875,866
2013-10-01,TRANSACTION 2343,905,595
2013-10-01,TRANSACTION 2344,394,790
2013-09-30,TRANSACTION 2345,395,784
2013-09-30,TRANSACTION 2346,332,697
2013-09-30,TRANSACTION 2347,207,940
2013-09-30,TRANSACTION 2348,385,957
2013-09-30,TRANSACTION 2349,96,909
2013-09-30,TRANSACTION 2350,726,485
2013-09-30,TRANSACTION 2351,363,435
2013-09-30,TRANSACTION 2352,568,980
2013-09-30,TRANSACTION 2353,921,404
2013-09-30,TRANSACTION 2354,478,717
2013-09-30,TRANSACTION 2355,679,976
2013-09-27,TRANSACTION 2356,551,864
2013-09-27,TRANSACTION 2357,320,695
2013-09-26,TRANSACTION 2358,703,950
2013-09-26,TRANSACTION 2359,171,761
2013-09-26,TRANSACTION 2360,956,796
2013-09-25,TRANSACTION 2361,170,568
2013-09-25,TRANSACTION 2362,881,820
2013-09-25,TRANSACTION 2363,985,835
2013-09-23,TRANSACTION 2364,805,434
2013-09-23,TRANSACTION 2365,178,597
2013-09-23,TRANSACTION 2366,635,522
2013-09-23,TRANSACTION 2367,83,765
2013-09-23,TRANSACTION 2368,664,842
2013-09-20,TRANSACTION 2369,837,593
2013-09-20,TRANSACTION 2370,583,982
2013-09-20,TRANSACTION 2371,915,659
2013-09-20,TRANSACTION 2372,561,406
2013-09-19,TRANSACTION 2373,399,723
2013-09-19,TRANSACTION 2374,211,457
2013-09-19,TRANSACTION 2375,232,890
2013-09-19,TRANSACTION 2376,629,661
2013-09-18,TRANSACTION 2377,380,596
2013-09-18,TRANSACTION 2378,930,999
2013-09-18,TRANSACTION 2379,970,784
2013-09-18,TRANSACTION 2380,935,564
2013-09-17,TRANSACTION 2381,936,934
2013-09-16,TRANSACTION 2382,407,852
2013-09-16,TRANSACTION 2383,139,400
2013-09-16,TRANSACTION 2384,356,774
2013-09-16,TRANSACTION 2385,890,445
2013-09-16,TRANSACTION 2386,226,920
2013-09-16,TRANSACTION 2387,21,766
2013-09-16,TRANSACTION 2388,741,950
2013-09-16,TRANSACTION 2389,11,684
2013-09-16,TRANSACTION 2390,272,645
2013-09-16,TRANSACTION 2391,862,700
2013-09-13,TRANSACTION 2392,201,812
2013-09-13,TRANSACTION 2393,282,576
2013-09-12,TRANSACTION 2394,632,448
2013-09-12,TRANSACTION 2395,921,836
2013-09-12,TRANSACTION 2396,447,522
2013-09-12,TRANSACTION 2397,666,471
2013-09-10,TRANSACTION 2398,74,879
2013-09-10,TRANSACTION 2399,219,454
2013-09-09,TRANSACTION 2400,88,787
2013-09-09,TRANSACTION 2401,589,686
2013-09-09,TRANSACTION 2402,680,605
2013-09-09,TRANSACTION 2403,659,826
2013-09-09,TRANSACTION 2404,899,739
2013-09-09,TRANSACTION 2405,174,817
2013-09-09,TRANSACTION 2406,160,426
2013-09-09,TRANSACTION 2407,499,694
2013-09-09,TRANSACTION 2408,887,780
2013-09-06,TRANSACTION 2409,528,486
2013-09-06,TRANSACTION 2410,956,552
2013-09-06,TRANSACTION 2411,533,868
2013-09-06,TRANSACTION 2412,868,429
2013-09-05,TRANSACTION 2413,617,895
2013-09-05,TRANSACTION 2414,535,541
2013-09-05,TRANSACTION 2415,26,968
2013-09-04,TRANSACTION 2416,622,623
2013-09-03,TRANSACTION 2417,391,559
2013-09-03,TRANSACTION 2418,132,713
2013-09-03,TRANSACTION 2419,900,882
2013-09-03,TRANSACTION 2420,857,613
2013-09-03,TRANSACTION 2421,818,809
2013-09-03,TRANSACTION 2422,858,875
2013-09-03,TRANSACTION 2423,74,739
2013-09-03,TRANSACTION 2424,766,820
2013-09-03,TRANSACTION 2425,331,831
2013-09-03,TRANSACTION 2426,908,752
2013-08-30,TRANSACTION 2427,661,679
2013-08-30,TRANSACTION 2428,599,944
2013-08-30,TRANSACTION 2429,60,936
2013-08-30,TRANSACTION 2430,101,543
2013-08-29,TRANSACTION 2431,387,700
2013-08-29,TRANSACTION 2432,155,601
2013-08-29,TRANSACTION 2433,596,728
2013-08-28,TRANSACTION 2434,671,982
2013-08-28,TRANSACTION 2435,356,514
2013-08-28,TRANSACTION 2436,777,584
2013-08-28,TRANSACTION 2437,341,445
2013-08-28,TRANSACTION 2438,337,756
2013-08-28,TRANSACTION 2439,50,564
2013-08-28,TRANSACTION 2440,262,520
2013-08-28,TRANSACTION 2441,361,906
2013-08-27,TRANSACTION 2442,200,706
2013-08-27,TRANSACTION 2443,771,989
2013-08-27,TRANSACTION 2444,631,469
2013-08-27,TRANSACTION 2445,855,927
2013-08-26,TRANSACTION 2446,498,749
2013-08-26,TRANSACTION 2447,556,884
2013-08-26,TRANSACTION 2448,479,436
2013-08-26,TRANSACTION 2449,92,692
2013-08-26,TRANSACTION 2450,964,870
2013-08-26,TRANSACTION 2451,960,812
2013-08-26,TRANSACTION 2452,919,778
2013-08-26,TRANSACTION 2453,267,580
2013-08-23,TRANSACTION 2454,554,956
2013-08-23,TRANSACTION 2455,387,434
2013-08-23,TRANSACTION 2456,768,864
2013-08-23,TRANSACTION 2457,300,751
2013-08-23,TRANSACTION 2458,173,494
2013-08-22,TRANSACTION 2459,787,890
2013-08-22,TRANSACTION 2460,776,923
2013-08-22,TRANSACTION 2461,921,665
2013-08-21,TRANSACTION 2462,921,690
2013-08-21,TRANSACTION 2463,55,778
2013-08-20,TRANSACTION 2464,636,941
2013-08-19,TRANSACTION 2465,931,830
2013-08-19,TRANSACTION 2466,642,576
2013-08-19,TRANSACTION 2467,571,466
2013-08-19,TRANSACTION 2468,625,836
2013-08-19,TRANSACTION 2469,53,776
2013-08-19,TRANSACTION 2470,764,975
2013-08-19,TRANSACTION 2471,77,863
2013-08-16,TRANSACTION 2472,826,743
2013-08-16,TRANSACTION 2473,975,535
2013-08-16,TRANSACTION 2474,947,662
2013-08-16,TRANSACTION 2475,513,429
2013-08-16,TRANSACTION 2476,599,522
2013-08-16,TRANSACTION 2477,950,807
2013-08-15,TRANSACTION 2478,351,599
2013-08-15,TRANSACTION 2479,217,500
2013-08-15,TRANSACTION 2480,264,566
2013-08-14,TRANSACTION 2481,305,907
2013-08-13,TRANSACTION 2482,575,583
2013-08-12,TRANSACTION 2483,54,932
2013-08-12,TRANSACTION 2484,851,887
2013-08-12,TRANSACTION 2485,108,629
2013-08-12,TRANSACTION 2486,307,504
2013-08-09,TRANSACTION 2487,181,704
2013-08-09,TRANSACTION 2488,103,905
2013-08-09,TRANSACTION 2489,278,958
2013-08-08,TRANSACTION 2490,488,660
2013-08-07,TRANSACTION 2491,629,419
2013-08-07,TRANSACTION 2492,801,598
2013-08-07,TRANSACTION 2493,615,716
2013-08-07,TRANSACTION 2494,553,523
2013-08-06,TRANSACTION 2495,452,566
2013-08-06,TRANSACTION 2496,223,510
2013-08-06,TRANSACTION 2497,205,636
2013-08-06,TRANSACTION 2498,552,518
2013-08-06,TRANSACTION 2499,62,829
2013-08-06,TRANSACTION 2500,370,996
2013-08-06,TRANSACTION 2501,502,834
2013-08-06,TRANSACTION 2502,463,732
2013-08-06,TRANSACTION 2503,226,405
2013-08-06,TRANSACTION 2504,462,636
2013-08-06,TRANSACTION 2505,960,458
2013-08-06,TRANSACTION 2506,679,485
2013-08-02,TRANSACTION 2507,851,816
2013-08-02,TRANSACTION 2508,676,592
2013-08-02,TRANSACTION 2509,203,559
2013-08-01,TRANSACTION 2510,315,882
2013-08-01,TRANSACTION 2511,780,436
2013-08-01,TRANSACTION 2512,792,510
2013-07-31,TRANSACTION 2513,536,769
2013-07-31,TRANSACTION 2514,806,914
2013-07-31,TRANSACTION 2515,384,604
2013-07-31,TRANSACTION 2516,879,734
2013-07-31,TRANSACTION 2517,126,976
2013-07-31,TRANSACTION 2518,91,803
2013-07-31,TRANSACTION 2519,723,698
2013-07-31,TRANSACTION 2520,85,568
2013-07-30,TRANSACTION 2521,510,573
2013-07-29,TRANSACTION 2522,148,472
2013-07-29,TRANSACTION 2523,393,657
2013-07-29,TRANSACTION 2524,310,717
2013-07-29,TRANSACTION 2525,215,825
2013-07-29,TRANSACTION 2526,378,844
2013-07-29,TRANSACTION 2527,198,493
2013-07-29,TRANSACTION 2528,329,632
2013-07-29,TRANSACTION 2529,98,568
2013-07-29,TRANSACTION 2530,125,606
2013-07-26,TRANSACTION 2531,582,690
2013-07-26,TRANSACTION 2532,119,793
2013-07-26,TRANSACTION 2533,712,914
2013-07-25,TRANSACTION 2534,48,423
2013-07-25,TRANSACTION 2535,827,704
2013-07-25,TRANSACTION 2536,266,940
2013-07-24,TRANSACTION 2537,816,708
2013-07-24,TRANSACTION 2538,157,785
2013-07-22,TRANSACTION 2539,621,847
2013-07-22,TRANSACTION 2540,915,787
2013-07-22,TRANSACTION 2541,685,978
2013-07-22,TRANSACTION 2542,796,872
2013-07-22,TRANSACTION 2543,593,717
2013-07-22,TRANSACTION 2544,810,626
2013-07-22,TRANSACTION 2545,120,891
2013-07-22,TRANSACTION 2546,992,766
2013-07-22,TRANSACTION 2547,748,649
2013-07-22,TRANSACTION 2548,505,811
2013-07-22,TRANSACTION 2549,612,598
2013-07-22,TRANSACTION 2550,371,964
2013-07-22,TRANSACTION 2551,675,886
2013-07-19,TRANSACTION 2552,212,476
2013-07-19,TRANSACTION 2553,47,759
2013-07-18,TRANSACTION 2554,52,993
2013-07-18,TRANSACTION 2555,264,828
2013-07-17,TRANSACTION 2556,308,647
2013-07-15,TRANSACTION 2557,836,983
2013-07-15,TRANSACTION 2558,115,402
2013-07-15,TRANSACTION 2559,908,756
2013-07-15,TRANSACTION 2560,334,683
2013-07-15,TRANSACTION 2561,739,871
2013-07-15,TRANSACTION 2562,800,537
2013-07-15,TRANSACTION 2563,875,810
2013-07-15,TRANSACTION 2564,526,806
2013-07-15,TRANSACTION 2565,476,543
2013-07-15,TRANSACTION 2566,138,740
2013-07-15,TRANSACTION 2567,683,1000
2013-07-12,TRANSACTION 2568,261,506
2013-07-12,TRANSACTION 2569,658,591
2013-07-12,TRANSACTION 2570,573,456
2013-07-11,TRANSACTION 2571,145,690
2013-07-11,TRANSACTION 2572,264,850
2013-07-10,TRANSACTION 2573,306,820
2013-07-10,TRANSACTION 2574,500,729
2013-07-10,TRANSACTION 2575,44,847
2013-07-10,TRANSACTION 2576,158,725
2013-07-08,TRANSACTION 2577,29,664
2013-07-08,TRANSACTION 2578,691,537
2013-07-08,TRANSACTION 2579,266,457
2013-07-08,TRANSACTION 2580,410,938
2013-07-08,TRANSACTION 2581,554,777
2013-07-08,TRANSACTION 2582,334,641
2013-07-08,TRANSACTION 2583,695,453
2013-07-08,TRANSACTION 2584,454,635
2013-07-05,TRANSACTION 2585,324,800
2013-07-05,TRANSACTION 2586,744,766
